Date,Year,Month,Recession,Consumer_Confidence,Seasonality_Weight,Price,Advertising_Expenditure,Competition,GDP,Growth_Rate,unemployment_rate,Automobile_Sales,Vehicle_Type,City
10/18/1984,1982,Apr,1,105.74483477111391,0.9070762281517584,16343.465951636232,4204,9,64.22624599707606,0.035978717580986,4.840239906774612,587.8415998733942,Mediumfamilycar,California
06/23/1983,1984,May,0,102.11885710131196,0.9280007512746894,,3101,5,67.69779471208878,0.010734654753834,7.006021284652202,1003.5288759943514,Sports,California
10/11/2003,1992,Feb,0,68.04150280289198,0.9169528088164084,22998.88523800216,4363,6,79.76740897312884,0.0906294771188131,6.074011453070867,858.6110071966323,Smallfamiliycar,Georgia
10/13/1985,2017,Oct,1,111.52310824947604,0.5745022764403562,20964.559701312093,2013,7,45.16384171352574,0.0549851525299303,3.804391993888741,776.9457259359551,Smallfamiliycar,New York
05/23/1996,2022,Oct,1,103.23094758184432,0.2974740747012134,23332.881458587937,4183,4,73.3669989223572,0.0627658395218778,3.83492950836334,609.6600953250276,Sports,California
03/30/1983,2015,Jan,1,107.62402959511884,0.8182419245531384,12792.357145407648,1421,8,68.93465635923505,0.0672649270535804,4.73587914954921,907.8852210549276,Smallfamiliycar,California
10/25/2011,1993,Oct,1,158.8935655965449,0.2923416773673211,22043.12888304031,1130,6,52.36733821495847,-0.0128208965348572,4.9344909394695,721.6463257644973,Executivecar,New York
11/25/2007,2010,Aug,1,,0.3404865490809122,21478.52715257898,1419,1,79.55579480551324,0.025630568277664,4.358476605036119,435.1318544823252,Sports,Illinois
09/04/1998,1993,Jan,0,125.87044974641664,0.3099288896402936,27785.5122346807,4349,6,31.55116320812583,0.05386658487276,6.631563808241655,364.31915527571147,Sports,Georgia
11/19/2021,2001,Jan,1,,0.5634841633262253,24208.84931744557,3823,2,92.59445890017368,0.0202288076616045,5.12585198592346,924.4811903037312,Smallfamiliycar,New York
10/12/1987,1999,Jun,0,104.30993356604516,0.3896447573521719,28194.34436839441,2980,4,79.7462633339808,-0.0248473688011099,5.401658201493054,556.2530541602408,Supperminicar,Georgia
05/06/1987,1980,Feb,0,99.31731632048135,0.2387404446628073,12252.303276316596,4965,4,57.08878119039423,0.0664202416580242,3.382495567829157,441.060234180543,Executivecar,Georgia
10/08/2013,1993,May,1,93.63645499902935,0.5078560707044941,20804.50888714476,4661,5,53.6552214022983,0.0112726311088572,2.3102853143885125,917.7528035105942,Executivecar,Illinois
08/04/1993,1992,Jan,1,91.45250607641862,0.8865165149066503,27779.98525785722,1774,2,59.4838816961113,0.0351101524861783,6.300231512829638,928.6293245616082,Supperminicar,Georgia
01/23/1987,1987,Jun,1,104.94263103359512,0.613497569454975,23455.676847134226,2091,6,48.72185847374375,0.0491137057957256,3.499332319759694,761.2024378461095,Sports,California
05/30/1998,2010,May,1,,0.8905020452988284,29227.30266487184,2597,3,56.60589611281316,0.0956335349347161,4.5756987180143724,355.67097000630537,Supperminicar,California
10/17/1988,1995,Jul,1,111.25868751282648,0.2762849665712237,15976.985453053883,2426,9,72.31472381132949,0.0302097578184843,4.869376073125289,526.8330561084099,Smallfamiliycar,Georgia
05/22/2019,2024,Sep,0,93.7570839267212,0.2502764863052986,,3922,6,49.37661627260045,-0.0808049651862016,5.188757444727134,616.6704698065683,Mediumfamilycar,California
03/20/2007,2018,Apr,0,83.04895991439463,0.6180194131285782,21804.3039110748,1174,3,74.10350537219935,0.0291101756578091,4.253458887851584,935.8802140597284,Executivecar,New York
06/16/1983,1993,Jun,0,93.2498071300628,0.5169960113916457,21319.01457808663,2303,3,56.29486892426989,0.034068038142567,3.7501676081601687,775.4316702420251,Supperminicar,Illinois
02/05/1993,2005,Jul,1,118.8572382529386,0.6941553774822612,,1463,5,76.39829022879869,-0.0634110663823378,4.209480243054649,556.268922481551,Sports,California
02/14/2010,1995,Dec,1,91.96997369475665,0.8151641119241034,30809.505649782528,1389,6,80.44220119695402,0.0936248430364794,2.4104214466739364,833.9408684986334,Smallfamiliycar,Georgia
07/24/1988,2015,Jun,1,105.3768042731443,0.7761765660869588,,3795,4,45.01275751485075,-0.1123853653776171,5.612029539867534,640.2511073833871,Executivecar,New York
12/09/2002,2000,Mar,0,89.0356558642679,0.948035056292705,35193.20962524133,1135,5,28.35157963787119,0.0489757644194782,5.776386148121247,486.4720954577239,Supperminicar,Georgia
04/12/2005,1998,Dec,0,111.3688277488543,0.4584307682413104,31334.01804221667,3456,3,62.48185359316145,-0.0565483667381065,5.612942895369036,768.1021425526291,Executivecar,California
08/06/2001,2004,Nov,0,110.28261608185306,0.2857480680233627,21022.817081338504,3271,4,63.84731059517402,0.0734372851819821,5.15080472488244,910.921124011354,Sports,Georgia
03/19/1987,2009,Feb,1,127.72913249944617,0.5958213759530971,25708.19064067825,1600,8,41.65236803115097,0.048225022698566,6.611168168722042,563.6971834136193,Supperminicar,New York
09/13/2001,2014,Jun,0,97.36654081751176,0.199668808172067,23199.010457575325,4017,8,85.01863670753886,0.0937414087613484,6.767625208490695,594.4781658484312,Mediumfamilycar,Illinois
04/02/1982,2021,Jul,1,110.0298220713686,0.3599660109984682,35145.44929974533,1618,1,54.56814044068058,0.0459139240265938,6.5434466192297,574.3942489714766,Smallfamiliycar,Georgia
08/07/2005,2002,Dec,1,101.47101309308415,0.28709924973683,30524.349773493544,2576,4,69.59401142403583,0.037708428323906,4.897493119467852,,Mediumfamilycar,California
05/23/1995,1999,Sep,0,119.43807672794522,0.4569073451173728,24055.599316432723,4769,2,49.00789396715676,0.0036164475395661,4.789468747776635,688.0885863460259,Smallfamiliycar,New York
07/08/2022,1996,Feb,1,89.21751418586905,0.2000949175019938,29389.54898876501,3000,4,37.60508183375256,-0.0667599146997974,5.09145473538979,691.8918641133197,Supperminicar,Georgia
12/06/2002,2003,Sep,1,111.17507969315922,0.128657570093288,18839.007668434475,4259,5,77.51549460085866,0.1290205786240434,4.0016787311155015,705.1661947912521,Executivecar,California
10/25/2016,2012,Mar,1,97.07954055824978,0.6911146041670286,26251.308688227364,3925,1,46.11075246445844,-0.0042033235462994,5.260358681797904,565.5533105356158,Sports,Illinois
11/29/1987,2011,Jan,0,99.03717734337252,0.6492240804608244,20310.387536984577,2410,5,71.78614288665304,0.0368788416976346,5.0817933491966585,837.3327574381008,Supperminicar,Illinois
05/11/2011,2009,Oct,0,101.3762872667256,0.737523042434795,16557.038996862964,1008,7,47.58696209736159,-0.0211639777487543,6.320054103714982,350.5620242689742,Supperminicar,California
10/19/2018,1986,Jul,1,103.78360594640016,0.6943477962442096,28922.681187649167,2203,5,56.700822840762704,-0.0336489986089242,7.060559773828859,543.7374104284773,Executivecar,Illinois
03/13/2007,2010,Aug,0,98.25656435317065,0.2028652130281451,29542.95547593776,2721,7,57.613887392230495,0.0229765741396166,5.3963326482197775,572.5385047110924,Supperminicar,New York
06/13/2012,2000,Oct,1,103.22069774755788,0.3619709932380817,27286.06318105993,4515,9,59.60815727071567,0.0408074221905667,6.006061393647971,571.2595016615601,Smallfamiliycar,California
12/07/2011,1993,Jan,1,123.67177086343276,0.2165739489103171,24085.164797167494,1593,8,50.36250292937351,0.1078710415379269,4.980855593953906,682.5221525670513,Executivecar,Illinois
08/28/1985,2003,May,0,114.78174528422828,0.8586751618437068,18668.206725767952,4760,1,70.79637243954542,0.0703012250331911,6.145196972229996,740.3459203855609,Executivecar,Illinois
09/13/2007,2000,Mar,1,113.03731888745344,0.772213289819971,19193.26564641376,1605,2,74.1403925047014,0.0340584800979191,6.270150747861089,613.985246451543,Supperminicar,New York
12/13/2021,2006,Mar,0,93.16690710964194,0.2813743026264182,20153.600101306016,2924,6,78.32087990592322,0.016998127758593,7.107026354631585,590.7498884703829,Mediumfamilycar,New York
07/18/1982,1982,Nov,1,86.66138757657514,0.4071783164409041,23831.63354137538,2469,5,53.30172069447276,0.0372338678542807,2.122608383896173,536.8256342698085,Sports,New York
02/18/1999,2016,Aug,1,114.3295083735663,0.9699534930377928,30380.89366802457,3163,1,43.216862477003744,0.0069313505619345,5.859200053725375,866.6573538333666,Executivecar,California
04/06/2003,1994,Feb,0,113.14070188794692,0.6347434220916863,30302.021055393263,2695,2,63.207152214527305,0.0329510809149327,4.598090477941407,652.9340887401387,Mediumfamilycar,California
04/11/1994,1989,Nov,1,122.09006013626473,0.8210400375710415,16757.162001935612,3292,3,65.5580975777847,-0.019790029038969,5.705712639932595,519.2577944678363,Executivecar,Illinois
07/21/1990,1981,Feb,1,90.94029061046156,0.3381319312918562,21533.833316415265,2306,5,65.64468460424945,-0.0076991386996185,5.743824994233641,662.8254769795404,Sports,Georgia
06/18/1991,1996,Dec,0,96.5567701695948,0.2890476281613747,21399.194902140807,2236,7,83.00329217844987,0.0174280728339417,3.8052132909514897,559.6966701972248,Sports,Illinois
03/13/1989,2015,Apr,0,75.40773756211848,0.8055252359618935,12342.084357493772,2687,6,61.66163578663023,0.0361783039551147,2.4898868942109367,648.9380493118432,Supperminicar,Georgia
02/20/2024,2017,Apr,1,94.1129334090869,0.7172852097082961,27830.60473474954,2701,3,91.47766787300064,0.0140709364919007,5.492760472582671,845.5347375577469,Sports,California
05/22/2007,2017,Nov,0,114.94855765869173,0.7128801362905873,23769.20087840739,3498,6,73.19341369570873,0.0296555043280634,4.406725429305756,921.512293714487,Smallfamiliycar,California
12/08/1997,2006,Nov,1,,0.5973711236462745,24434.28731684512,4983,4,73.6563561169916,-0.0256177541716244,6.027602356149904,710.8311749174674,Mediumfamilycar,Georgia
04/23/2009,1998,Mar,1,109.60719692801236,0.607220508498894,,4726,3,61.313180744569166,-0.0400521832151444,4.745644260168313,605.6886871343341,Supperminicar,Illinois
10/01/2008,1989,Dec,0,97.14245341003284,0.7621277547756284,25441.545066421782,2048,4,55.32706987640433,0.0175024334220322,6.099504301923028,703.3287233439759,Smallfamiliycar,Illinois
02/14/2021,1992,Mar,1,104.8608554233234,0.3430022330090758,22846.34767516992,2735,8,50.84476273215236,-0.0643301482452289,5.498089936855514,740.1233395827109,Mediumfamilycar,California
05/15/2002,2001,Sep,0,82.78462915276499,0.4174916192712602,27860.388105024715,1232,1,62.746775440310095,0.0629987333016794,2.8732446456592244,670.9829550409992,Supperminicar,Georgia
04/03/2020,1994,Sep,1,101.27814174450852,0.8844730934680496,30294.35923287781,2539,3,73.14027926872834,-0.0487352442948518,5.013786183742789,793.0411870557823,Executivecar,Illinois
12/23/2000,2004,Dec,1,55.13296043648915,0.377978680910942,26482.337830246128,4359,8,57.04702276566293,0.0004684768846016,4.999665873949654,807.8598701866714,Mediumfamilycar,Illinois
02/11/2007,2016,Oct,0,97.19655762757024,0.5916786142413691,28445.947993490743,1684,9,54.44054921068435,0.0451543908109245,4.510511361932306,390.4383526352093,Sports,California
07/20/2004,1995,Nov,1,75.5429013442729,0.7323755176060157,24272.161751285577,3231,3,44.53361984959388,0.0657958800442405,5.830802452514806,800.1424304283784,Mediumfamilycar,California
05/06/1993,2011,Sep,1,118.08991774820224,0.9999323441498588,24590.711268201685,3298,9,67.68053903539654,0.0521027257036817,3.681037016337654,858.8792845574069,Smallfamiliycar,Georgia
12/19/1990,2015,Jun,0,111.66111029146766,0.4917621983457988,25565.103551494143,3338,4,43.97381809131797,0.0442583586548731,7.311285533863696,889.064012826934,Mediumfamilycar,California
09/22/2003,2021,Aug,1,107.0000647294912,0.4852835889624494,21234.39524783669,1948,4,65.96953870567874,0.1486221003634439,2.933275171172891,708.6410487683208,Sports,California
02/13/1996,2023,Mar,1,122.8150934073907,0.8583295414903007,22159.691928151995,3845,7,64.2488067464603,-0.0326674938327084,2.891756968253943,1035.7148465994171,Supperminicar,Illinois
11/10/2013,2001,Jun,0,85.76625218762744,0.824952800133877,31889.398209092367,4430,6,57.91634646665672,0.0356799011232013,5.879954102413027,635.1009955711032,Mediumfamilycar,Georgia
02/13/2010,1996,May,0,126.21044796873338,0.7579682935610936,35039.78047931161,3671,3,78.07911337695593,0.0516469245565378,8.22605779398302,458.15811496272136,Mediumfamilycar,New York
12/04/2006,2011,Jun,0,113.98287346390578,0.516906673668126,32960.9895701909,1304,8,83.85091153274638,0.0378315607400389,4.066011105553364,474.7561648006639,Supperminicar,California
12/26/1989,2021,Oct,0,96.4516706917158,0.3915452081446442,18383.713216157263,3397,5,28.40280977833937,-0.0032180466242568,5.686467085501631,709.6108783989896,Sports,New York
08/06/1985,2011,Jul,0,117.03430220774416,0.6478574343263638,17900.712327075136,3000,2,37.694305203075416,0.0472481189274829,6.626768821166061,805.4592771011755,Executivecar,California
02/23/1999,2009,Jan,0,83.4055973138255,0.8886009638184769,19046.4528402742,4410,3,68.77003665385175,0.0437512005120849,4.663321694660462,602.4541190742204,Supperminicar,Illinois
11/08/2000,1990,Dec,1,87.6322875770849,0.8953997123877279,,2971,7,85.39795184413587,0.0822166280988948,4.214833037917234,1004.0417630408688,Executivecar,California
02/16/2015,2002,Nov,1,90.8711541514045,0.1976485105633946,10956.377038211682,3526,9,39.57472209503686,0.0436658821875421,6.931639321080174,522.181311307336,Executivecar,Georgia
07/03/2018,1990,Jul,1,92.06533437903975,0.4855152554318356,22055.99216690249,2488,1,66.32243625480639,-0.0750046963883259,5.50849302990328,,Sports,Illinois
01/07/1996,1988,Apr,0,84.15163535859621,0.5182497605788745,32035.49644580557,4063,6,33.817720174240975,0.0594595970307458,5.827632257944704,1003.6892109533926,Smallfamiliycar,Illinois
01/15/1992,2014,Apr,1,118.34624600642988,0.979853830771378,29912.194153644537,1129,9,32.20550483513661,-7.005707697583033e-05,3.1077822870717373,505.4021509285303,Smallfamiliycar,Illinois
11/17/1981,2011,Oct,0,96.11718399445252,0.710198213718326,22454.526747132462,1186,7,91.02845826423828,0.0104867776157938,5.66516810600649,559.7138336185567,Executivecar,Georgia
02/08/2014,1991,Oct,1,105.2875745253532,0.4665217755358635,22833.22279414681,2444,3,65.8321637558773,-0.0371672334859357,6.436192789784924,791.8105589825625,Supperminicar,California
10/22/1989,2014,Feb,0,91.4447295037948,0.1234520973870337,27836.20853403452,4567,7,36.93511826501173,0.0268192697391106,5.73195418341883,661.2819200401968,Mediumfamilycar,Georgia
08/17/1991,2021,Mar,0,72.69095049177224,0.6088466440892764,29676.343776220994,2564,2,56.76156826544632,0.1187019561615867,5.7916772444034095,673.8544117929982,Executivecar,Georgia
11/25/2024,1983,Oct,1,104.05086037587134,0.1864683780745205,22334.3136613012,3717,2,48.28666869623566,0.073348538979808,7.431490604663455,648.0849214092931,Mediumfamilycar,New York
04/19/1998,2013,Nov,0,71.31617536870334,0.8510049616129868,23828.169891402813,2909,1,53.5941898281556,-0.0392402418877483,5.845705401611479,569.1693837779945,Mediumfamilycar,New York
12/17/2001,1982,Aug,0,98.97048930871796,0.7772667945133259,22169.951357399885,3282,3,55.29993712004597,0.0100162890287708,6.784021069400994,819.0278643083468,Smallfamiliycar,Illinois
12/27/1996,1984,Feb,1,79.47527441750785,0.514458243917361,18343.25279312393,1277,1,63.16722630874568,0.0704340643945144,6.194503531460153,626.4976347712499,Executivecar,California
08/15/1989,2022,Jan,1,129.8091399884621,0.4862897015875298,23901.28125989093,4173,8,66.73992740873742,0.0110375186767815,4.160229028887054,843.9576799248512,Mediumfamilycar,New York
03/07/1987,1983,Mar,1,113.67044083262084,0.907605069011892,23520.36229895618,2482,8,49.70718788873166,-0.0823581474864983,5.385879546971932,707.5228845391212,Executivecar,New York
03/19/1996,1980,May,1,101.5863068690722,0.3596125153763155,18696.77942005672,4808,4,48.94331874988357,-0.007304224748338,5.869098434187637,548.5606349214297,Smallfamiliycar,New York
06/15/2005,2006,Sep,0,,0.3241179658960937,28230.40468818865,1786,1,66.06529368247782,0.0890242205022032,1.5704228917792116,614.542925311625,Mediumfamilycar,Illinois
10/27/2007,1988,Feb,1,87.30526033801397,0.9452776895431858,27416.603393129448,3882,2,50.23790973878052,0.0953549161156641,5.282829216304884,702.1017700195281,Executivecar,Illinois
04/01/2019,2020,Aug,1,108.1521906800514,0.8283212530781343,28478.59850422538,2255,2,50.12417250241918,0.0111671581994701,6.814485347508188,592.4833848812675,Supperminicar,Georgia
02/17/2013,1994,Feb,1,102.99715650578072,0.8385630337604751,21159.64822267816,2877,2,61.58450558197245,0.0062774562328968,3.618632016028667,765.397544371415,Supperminicar,New York
11/29/2023,1984,Aug,1,103.96030122000504,0.275674432848333,15082.121609426764,3321,9,60.45842496510589,-0.0947196885643432,3.3550639855977824,746.6757006995884,Sports,Illinois
06/25/2003,1989,Jun,0,119.08530250160152,0.228966392287841,27336.655648228247,1364,7,53.33687179604463,0.0151979012987135,5.513511351473587,485.92432894929897,Smallfamiliycar,California
12/11/1989,1980,Mar,0,110.98738154169703,0.1234265948354214,21679.43642685144,2501,9,75.78461115309963,-0.0085474150158507,3.2799675557392862,782.2739290247135,Sports,California
11/25/1988,1993,May,1,104.33085494237535,0.313337358026812,20546.65933377149,1467,2,67.40804085473421,-0.0746788668540677,6.700354917494908,804.4818738981375,Mediumfamilycar,Georgia
09/16/2015,2012,Mar,1,,0.7967714425428922,18714.73462678279,2648,5,90.2713771245476,-0.0276678161977246,4.2272749719004965,639.9323460158811,Smallfamiliycar,New York
06/21/2022,2009,Feb,1,85.59930557080804,0.3160345768877348,,2924,1,56.27424957251144,-0.045530590858607,6.017030286585048,539.931819027054,Supperminicar,Georgia
12/24/2022,2003,May,0,98.15936599606414,0.7561929552353885,32886.63648525236,2995,2,70.57949855088023,0.022899327803209,3.6317917015834578,748.1045550010051,Sports,New York
07/15/2008,1983,Oct,0,101.40058561414976,0.3267174388306794,22472.75239322243,3698,4,81.86555367574668,0.097543078465818,8.028791196842676,620.5175035193647,Smallfamiliycar,California
09/17/2016,2019,Jun,0,83.04694412989114,0.4557632481556045,19550.98477916533,4799,1,46.60420768464476,0.0123729957170153,8.31233725100022,428.9878231000762,Smallfamiliycar,California
06/17/1996,2020,Jun,0,136.1751501336763,0.9848460609202676,28259.667005150142,3873,8,54.62196115615856,0.0330707688706295,6.691083727635403,663.4872190119772,Smallfamiliycar,Illinois
03/21/1994,2022,Feb,1,122.7459108288036,0.320330558155722,25864.06139885642,2297,6,78.39383606519212,0.143130413360299,3.975778673694804,781.1017625212394,Sports,California
11/10/1986,2019,Feb,0,109.03177480588724,0.4387335645684409,,2351,1,70.09987662677673,-0.0752456135931672,4.8953202109848455,580.2446838304082,Executivecar,California
05/03/1987,2010,Mar,1,101.08055291925618,0.3709784624186922,28311.73159876644,3908,9,59.65702100641149,0.0295887188410965,2.0341096667321685,,Mediumfamilycar,Illinois
11/04/1980,2022,Dec,0,96.81686545148273,0.198662487697002,35642.338842508005,3231,1,39.27586968818959,0.0772182287456999,6.9592760680563375,646.3509306473652,Smallfamiliycar,California
04/04/1994,2011,Aug,1,85.72122309966647,0.5409047279177425,11997.320362854882,3965,4,40.5309279637077,0.0356354802788117,5.176556898725512,713.6231740582849,Supperminicar,California
11/21/1988,1981,May,1,101.16220777778294,0.440821596999702,18821.46987988938,2847,5,53.20231766194902,-0.0613311767881491,4.866362732148268,798.9150944349815,Supperminicar,New York
09/17/2002,1980,Aug,0,103.86628810214124,0.7253983772265521,10757.364556741968,3028,9,47.95783867839908,0.1164339401986325,3.6469908596834335,899.2359597541779,Mediumfamilycar,Georgia
10/23/2022,2014,May,0,81.37359136777563,0.8358350922563916,24623.477896295823,2217,2,48.30850975493952,0.0619502820492801,6.479175989381695,566.8736308884813,Supperminicar,California
03/04/1990,2015,Aug,0,105.01264625867346,0.5898247430460747,29951.931183056764,4862,9,32.506360342957564,0.0334308878457631,5.8083165072077305,658.659196148596,Smallfamiliycar,New York
01/05/2019,2006,Nov,1,97.67111426762877,0.1289767798786031,25527.503748981395,1271,1,39.65197956222436,-0.0490924426052049,5.067995752160147,699.6989056034076,Supperminicar,Georgia
02/18/2017,1980,Mar,1,71.38288663183914,0.6570301206112494,31959.97849056335,2323,4,46.78369761971573,0.1345584473616453,5.645253876187276,658.2361888860871,Supperminicar,Illinois
03/29/1997,1981,Feb,0,87.09422483830747,0.1498516570188452,29152.75145165067,4655,7,61.76022941076717,0.049337848360708,7.897265753615811,441.7939963853976,Mediumfamilycar,New York
02/05/2003,2013,Oct,1,93.79591699867534,0.6547206912391225,33510.736617510884,3243,4,54.839623199843714,0.0422941150842986,3.635182509994237,668.565118712517,Executivecar,California
08/29/2011,1997,Aug,0,128.31531486010286,0.7165269543422697,30801.053840535475,3829,8,60.876877378051,0.0492790038496526,3.113084384493225,942.6964588035964,Mediumfamilycar,Georgia
02/01/1988,2014,Jan,1,108.34829686800636,0.2779908648557666,22985.28465695248,3952,7,60.224783593611306,0.0679027170236828,3.828580572449598,580.7473951698878,Mediumfamilycar,Illinois
05/17/2003,1998,Jun,1,79.96777646350162,0.8374115338495939,25333.6322811742,1330,6,34.49123762745642,0.0257076612396396,6.802896993091559,647.7629535452969,Supperminicar,New York
01/30/1985,1981,May,1,107.29054434126456,0.9199766184166436,20656.615422595136,2775,5,75.95589678552038,0.0141014309566684,5.419976486219898,1135.107250346784,Executivecar,California
09/24/1991,2012,Jul,0,76.79044016592452,0.8317782677024377,23846.71915565976,4557,3,70.99562975406741,-0.0921102130188519,3.843960597878321,,Smallfamiliycar,New York
11/18/1998,2024,Jul,0,116.2403658083061,0.3745982711908739,25309.1583600906,3667,8,60.64099461900651,-0.0192540277927354,5.790249713357916,592.1862798730313,Smallfamiliycar,New York
11/04/1987,2023,Oct,1,92.93313022273182,0.627978711201071,24575.46338232323,3546,4,52.05848462550862,0.1190301993868852,4.25507079899661,526.5840104234263,Executivecar,Illinois
11/08/2020,2007,Nov,1,98.59545716891245,0.923333634272105,31711.26763151805,4471,8,80.4021163901567,-0.0215247029245041,5.261634520266378,606.2563143908056,Executivecar,Georgia
11/24/1993,1991,Mar,1,119.88694971313284,0.388598253600565,23349.159687465846,4468,1,44.76313153287687,0.0051535547876897,5.711220206079813,440.0825177647776,Sports,California
07/04/1991,1986,Aug,1,80.69254647123626,0.8380250400388826,20339.567932213213,2827,2,74.68670099334356,-0.0376430132367447,4.087259792800912,609.5032366584752,Executivecar,Illinois
06/10/2022,1986,Jun,0,79.04322722330514,0.1085276181355268,20651.944825484064,2835,2,46.970643809013815,0.045484117142395,2.2761202034746,861.2054322562708,Executivecar,New York
05/12/2011,2013,Sep,1,91.24601010480993,0.1032820325062086,28275.50135811265,4171,6,79.74530853605857,0.0071998496267465,5.362389425187752,811.7341820363225,Supperminicar,New York
05/01/1989,1989,Oct,1,115.57568276528974,0.7837404943050706,17984.307959555,3128,5,66.9689048817834,0.0054320187621261,4.709299569656108,625.188059181205,Mediumfamilycar,Georgia
06/15/1988,1995,Jun,0,77.20980886784736,0.7853028239144091,23994.069149245413,4853,7,73.42683834774698,-0.020034001732601,4.07045461182543,781.4252917518371,Smallfamiliycar,Georgia
08/01/1996,1992,Jun,0,57.517666028341466,0.8100794690670644,31637.501227277105,1860,2,63.18108857959757,0.0408649832566233,5.370356697742121,786.3640681324327,Executivecar,New York
09/21/1986,2019,Feb,0,93.232617123865,0.937024154099346,26462.99222870415,4065,9,66.70444252321195,0.0935925714922802,5.934161259900547,775.0923476887365,Sports,California
07/02/2022,2013,Nov,0,,0.2061156806382558,24626.973054406222,4088,2,60.46828440756515,-0.0646236683972661,1.730749390533222,746.8975855475009,Supperminicar,Illinois
09/27/2005,1996,Jul,1,118.00392624608244,0.3087864864853195,24820.44798180785,4776,1,44.75208391054203,0.0048251892523683,5.160686685266408,576.5460759329986,Sports,California
08/09/2012,2002,Sep,1,93.052579568719,0.9133524283364268,19852.17703886413,4283,2,76.41220978966447,0.0118904718633286,4.823573429813109,779.6235683612397,Sports,Georgia
12/05/2013,1997,Aug,0,93.82860089325996,0.2595125779951181,20714.32644782729,4936,3,56.01094305809447,-0.0181843250149916,4.438778888988374,625.0988844381296,Supperminicar,Georgia
08/08/2016,2005,May,0,117.3085110138362,0.7140063408189256,,3173,6,61.46326846957814,0.0778347151068204,5.977527727165072,677.3214775322491,Sports,California
05/29/1996,1985,Nov,0,71.95387450456869,0.5774167000367338,26356.365150546462,2845,7,36.20063505028833,0.0784629819955661,2.1977899285900366,805.5721418803379,Supperminicar,California
07/04/1980,2003,Jan,0,94.17218837225488,0.1748743091663565,29740.75005901056,4709,6,57.3387269443317,0.0314776029233523,0.588055690826752,,Mediumfamilycar,New York
05/24/1989,2005,Oct,1,102.85635834887589,0.3567372957473795,25462.803085857173,1129,1,65.95683026211391,-0.0139359741647515,2.57950652711564,623.0107107605598,Supperminicar,Georgia
10/01/1980,2009,Nov,0,106.73828081927552,0.5683349947968711,31763.87087877124,4728,9,85.88768419124229,0.0773903863647751,6.06383837958372,741.5216925984557,Smallfamiliycar,Georgia
12/23/1991,2016,Jan,1,92.35289960213676,0.8671151050154506,33025.99007604762,2791,8,59.026902474033925,0.0052501120696201,4.28153310786151,629.2886461184232,Sports,California
06/01/1988,1995,Dec,1,100.51661517558762,0.7367846406532064,28976.336062411017,2558,2,54.8622559525973,0.0689269379040826,4.630873903978292,401.6984086474472,Executivecar,New York
06/10/2001,2024,Apr,1,62.67508969880516,0.6596948453094398,31124.907040279424,3261,1,50.1152878014362,0.1421483618943375,7.556361841475159,890.0256680175578,Sports,California
04/21/1998,1994,Dec,0,90.12627381499227,0.5464296009472733,20046.432393059527,4200,7,50.48614193341493,0.0200258744366701,5.649909205389674,764.3893057288535,Supperminicar,Georgia
04/14/2020,1999,Sep,1,106.802630688317,0.3688155854327208,19254.005326559687,2547,3,86.78563485101444,0.0279055884825595,6.528372981939705,561.7772060561209,Executivecar,Illinois
04/16/1995,2023,Jan,0,85.2655894861798,0.207320420187335,27589.866881450827,4724,3,44.02921024135071,-0.0149064961864377,4.899471799648016,753.6184086402391,Smallfamiliycar,Illinois
12/01/2000,1985,Mar,0,100.88476332384396,0.468168431109486,18293.950940664763,4533,9,53.784428122550295,0.0709432345378652,1.7662393698124452,851.3695109883417,Supperminicar,New York
04/14/2024,2021,Feb,0,106.70308751204048,0.1256666445201633,23548.140779920333,1969,2,81.35219373651823,0.0305594190049052,4.662500067595821,588.6461494168195,Mediumfamilycar,California
04/10/2023,2021,May,1,94.86176198713352,0.2899503003401655,28855.959526648698,2803,5,77.29007776213788,-0.0428777634986636,3.754741596821377,701.6403416047161,Smallfamiliycar,Georgia
04/16/2008,1982,Jul,1,102.55695656494856,0.4892350382853938,32066.86462342604,4128,4,94.74124570055324,-0.0156900089357745,3.7910725258766975,730.6075734461058,Sports,California
03/04/1985,1985,Mar,0,,0.4767446671047236,23728.92174855967,1597,1,76.09315042787195,0.1179213663045319,5.586956498551394,522.6260145555417,Supperminicar,New York
04/17/1987,2005,Oct,0,96.9008308045593,0.1398658878972931,21750.278523461548,4345,6,63.6747697908508,0.0077237525993353,1.679303956310901,608.8749134399009,Smallfamiliycar,New York
12/14/1998,2004,Jul,1,109.15324254383832,0.6301541381727621,26602.30810755792,1614,6,69.29642652358363,-0.0348016364937997,3.953535418041581,729.680696161917,Supperminicar,New York
04/30/2010,2004,Feb,1,102.35459441452652,0.5947158302679126,19632.28278238056,4410,1,44.82523807086525,0.0293752571742851,4.338518324360016,720.7712678930446,Sports,Georgia
10/10/1990,2015,Apr,0,91.20203095654097,0.1702938736188215,24133.606758532864,4933,7,58.49518839312399,-0.0065564687199233,5.9677131586605805,705.0053070397731,Smallfamiliycar,California
02/18/1999,2010,Jul,0,103.36324606436187,0.9488467472143952,24959.9997586186,2166,6,45.51911944368132,0.0107397309918159,8.120849415625846,880.0198810213132,Executivecar,New York
11/01/1981,1983,Aug,0,110.71914685954928,0.1894445010557741,24860.080036646024,1422,4,81.44958701611876,0.0470635777591162,1.84346212888286,874.4210748477796,Mediumfamilycar,Illinois
